step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
10219,6.57197, -3.52853, 4.42507, -0.536505, 4.44011, 4.19623, -2.92516, -3.11655, -1.65494, 4.94095, -4.40826, 5.07871, -1.61787, 4.11981, 1.29933, 0.735021, 2.00368, 3.97687, -2.08844, -3.31911, -3.52735, 6.08008, 2.48443, 2.93048, -3.87412, 2.27707, 3.11801, 2.00679, 5.02987, 6.7775, -0.846011, -1.2819, -3.05999, -5.5185, 2.98704, 6.75941, -4.49428, 0.254847
10229,6.57196, -3.52869, 4.42529, -0.536756, 4.44021, 4.19622, -2.92522, -3.1165, -1.65483, 4.94101, -4.40849, 5.0789, -1.61811, 4.12001, 1.29917, 0.734842, 2.0037, 3.97688, -2.0884, -3.31919, -3.52745, 6.08059, 2.48484, 2.93082, -3.87456, 2.27705, 3.118, 2.00691, 5.03025, 6.77779, -0.845479, -1.28179, -3.05996, -5.51914, 2.9873, 6.75978, -4.49428, 0.254847
10239,6.57196, -3.52884, 4.42551, -0.537007, 4.44031, 4.19622, -2.92527, -3.11645, -1.65472, 4.94106, -4.40871, 5.07908, -1.61835, 4.1202, 1.29901, 0.734663, 2.00372, 3.97689, -2.08836, -3.31927, -3.52755, 6.08109, 2.48525, 2.93116, -3.875, 2.27703, 3.11798, 2.00703, 5.03064, 6.77807, -0.844948, -1.28168, -3.05993, -5.51979, 2.98756, 6.76015, -4.49428, 0.254847
10249,6.57195, -3.529, 4.42573, -0.537257, 4.44041, 4.19622, -2.92532, -3.1164, -1.65462, 4.94111, -4.40893, 5.07927, -1.61859, 4.1204, 1.29886, 0.734484, 2.00374, 3.9769, -2.08833, -3.31935, -3.52764, 6.0816, 2.48566, 2.9315, -3.87544, 2.27702, 3.11797, 2.00716, 5.03102, 6.77836, -0.844418, -1.28157, -3.0599, -5.52043, 2.98782, 6.76052, -4.49428, 0.254847
10259,6.57194, -3.52915, 4.42595, -0.537508, 4.44051, 4.19621, -2.92537, -3.11635, -1.65451, 4.94117, -4.40915, 5.07945, -1.61883, 4.1206, 1.2987, 0.734304, 2.00376, 3.97691, -2.0883, -3.31944, -3.52774, 6.08211, 2.48606, 2.93184, -3.87588, 2.277, 3.11795, 2.00728, 5.03141, 6.77865, -0.843888, -1.28146, -3.05987, -5.52108, 2.98809, 6.7609, -4.49427, 0.254847
10269,6.57193, -3.52931, 4.42617, -0.537759, 4.44061, 4.19621, -2.92542, -3.1163, -1.6544, 4.94122, -4.40938, 5.07964, -1.61907, 4.1208, 1.29854, 0.734125, 2.00377, 3.97692, -2.08826, -3.31952, -3.52784, 6.08261, 2.48647, 2.93218, -3.87631, 2.27699, 3.11794, 2.0074, 5.03179, 6.77893, -0.843358, -1.28135, -3.05984, -5.52172, 2.98835, 6.76127, -4.49427, 0.254847
10279,6.57193, -3.52947, 4.42639, -0.53801, 4.44071, 4.1962, -2.92548, -3.11625, -1.6543, 4.94127, -4.4096, 5.07982, -1.6193, 4.12099, 1.29839, 0.733946, 2.00379, 3.97693, -2.08823, -3.3196, -3.52793, 6.08311, 2.48688, 2.93252, -3.87675, 2.27697, 3.11792, 2.00752, 5.03218, 6.77922, -0.842829, -1.28125, -3.05981, -5.52236, 2.98861, 6.76164, -4.49427, 0.254846
10289,6.57192, -3.52962, 4.42661, -0.538261, 4.4408, 4.1962, -2.92553, -3.1162, -1.65419, 4.94133, -4.40982, 5.08001, -1.61954, 4.12119, 1.29823, 0.733767, 2.00381, 3.97693, -2.08819, -3.31969, -3.52803, 6.08362, 2.48728, 2.93286, -3.87719, 2.27696, 3.11791, 2.00764, 5.03256, 6.7795, -0.842301, -1.28114, -3.05978, -5.52301, 2.98887, 6.76201, -4.49427, 0.254846
10299,6.57191, -3.52977, 4.42682, -0.538512, 4.4409, 4.19619, -2.92558, -3.11615, -1.65408, 4.94138, -4.41004, 5.08019, -1.61978, 4.12138, 1.29807, 0.733588, 2.00383, 3.97694, -2.08816, -3.31977, -3.52813, 6.08412, 2.48768, 2.93319, -3.87762, 2.27694, 3.11789, 2.00776, 5.03294, 6.77979, -0.841773, -1.28103, -3.05975, -5.52365, 2.98913, 6.76238, -4.49426, 0.254846
10309,6.5719, -3.52993, 4.42704, -0.538763, 4.441, 4.19619, -2.92563, -3.11611, -1.65398, 4.94143, -4.41026, 5.08038, -1.62002, 4.12158, 1.29792, 0.733408, 2.00385, 3.97695, -2.08813, -3.31985, -3.52822, 6.08463, 2.48809, 2.93353, -3.87806, 2.27693, 3.11788, 2.00789, 5.03333, 6.78007, -0.841245, -1.28092, -3.05972, -5.52429, 2.9894, 6.76275, -4.49426, 0.254846
10319,6.5719, -3.53008, 4.42726, -0.539014, 4.4411, 4.19619, -2.92569, -3.11606, -1.65387, 4.94148, -4.41048, 5.08056, -1.62025, 4.12178, 1.29776, 0.733229, 2.00386, 3.97696, -2.08809, -3.31993, -3.52832, 6.08513, 2.48849, 2.93387, -3.87849, 2.27691, 3.11786, 2.00801, 5.03371, 6.78035, -0.840718, -1.28081, -3.05969, -5.52493, 2.98966, 6.76312, -4.49426, 0.254846
10329,6.57189, -3.53024, 4.42748, -0.539265, 4.4412, 4.19618, -2.92574, -3.11601, -1.65376, 4.94153, -4.4107, 5.08074, -1.62049, 4.12197, 1.2976, 0.73305, 2.00388, 3.97697, -2.08806, -3.32002, -3.52841, 6.08563, 2.4889, 2.9342, -3.87893, 2.27689, 3.11785, 2.00813, 5.03409, 6.78064, -0.840192, -1.2807, -3.05966, -5.52557, 2.98992, 6.76349, -4.49426, 0.254846
10339,6.57188, -3.53039, 4.4277, -0.539516, 4.4413, 4.19618, -2.92579, -3.11596, -1.65366, 4.94159, -4.41093, 5.08093, -1.62073, 4.12217, 1.29745, 0.73287, 2.0039, 3.97698, -2.08803, -3.3201, -3.52851, 6.08613, 2.4893, 2.93454, -3.87936, 2.27688, 3.11783, 2.00825, 5.03447, 6.78092, -0.839666, -1.28059, -3.05963, -5.5262, 2.99018, 6.76386, -4.49425, 0.254846
10349,6.57187, -3.53054, 4.42792, -0.539767, 4.4414, 4.19617, -2.92584, -3.11591, -1.65355, 4.94164, -4.41115, 5.08111, -1.62096, 4.12236, 1.29729, 0.732691, 2.00392, 3.97698, -2.088, -3.32018, -3.5286, 6.08664, 2.4897, 2.93487, -3.87979, 2.27686, 3.11782, 2.00837, 5.03485, 6.7812, -0.839141, -1.28048, -3.0596, -5.52684, 2.99044, 6.76423, -4.49425, 0.254846
10359,6.57186, -3.5307, 4.42813, -0.540018, 4.4415, 4.19617, -2.9259, -3.11586, -1.65344, 4.94169, -4.41137, 5.08129, -1.6212, 4.12256, 1.29713, 0.732512, 2.00394, 3.97699, -2.08797, -3.32026, -3.5287, 6.08714, 2.4901, 2.93521, -3.88023, 2.27685, 3.1178, 2.0085, 5.03523, 6.78148, -0.838616, -1.28037, -3.05957, -5.52748, 2.9907, 6.76459, -4.49425, 0.254846
10369,6.57185, -3.53085, 4.42835, -0.540269, 4.4416, 4.19617, -2.92595, -3.11581, -1.65334, 4.94174, -4.41159, 5.08148, -1.62143, 4.12275, 1.29698, 0.732333, 2.00395, 3.977, -2.08793, -3.32035, -3.5288, 6.08764, 2.49051, 2.93554, -3.88066, 2.27683, 3.11779, 2.00862, 5.03561, 6.78176, -0.838092, -1.28027, -3.05954, -5.52812, 2.99096, 6.76496, -4.49425, 0.254846
10379,6.57184, -3.531, 4.42857, -0.540521, 4.4417, 4.19616, -2.926, -3.11576, -1.65323, 4.94179, -4.41181, 5.08166, -1.62167, 4.12294, 1.29682, 0.732153, 2.00397, 3.97701, -2.0879, -3.32043, -3.52889, 6.08814, 2.49091, 2.93588, -3.88109, 2.27682, 3.11777, 2.00874, 5.03599, 6.78204, -0.837568, -1.28016, -3.05952, -5.52875, 2.99122, 6.76533, -4.49424, 0.254846
10389,6.57184, -3.53115, 4.42879, -0.540772, 4.4418, 4.19616, -2.92606, -3.11571, -1.65312, 4.94184, -4.41203, 5.08184, -1.62191, 4.12314, 1.29667, 0.731974, 2.00399, 3.97702, -2.08787, -3.32051, -3.52899, 6.08864, 2.49131, 2.93621, -3.88152, 2.2768, 3.11776, 2.00886, 5.03637, 6.78232, -0.837045, -1.28005, -3.05949, -5.52939, 2.99147, 6.76569, -4.49424, 0.254846
10399,6.57183, -3.5313, 4.429, -0.541023, 4.44189, 4.19615, -2.92611, -3.11566, -1.65302, 4.94189, -4.41225, 5.08202, -1.62214, 4.12333, 1.29651, 0.731794, 2.004, 3.97703, -2.08784, -3.32059, -3.52908, 6.08914, 2.49171, 2.93654, -3.88195, 2.27679, 3.11774, 2.00899, 5.03674, 6.7826, -0.836522, -1.27994, -3.05946, -5.53002, 2.99173, 6.76606, -4.49424, 0.254846
10409,6.57182, -3.53146, 4.42922, -0.541274, 4.44199, 4.19615, -2.92616, -3.11561, -1.65291, 4.94194, -4.41247, 5.0822, -1.62238, 4.12352, 1.29636, 0.731615, 2.00402, 3.97703, -2.08781, -3.32067, -3.52918, 6.08964, 2.49211, 2.93688, -3.88239, 2.27677, 3.11773, 2.00911, 5.03712, 6.78288, -0.836, -1.27983, -3.05943, -5.53065, 2.99199, 6.76642, -4.49423, 0.254845
10419,6.57181, -3.53161, 4.42944, -0.541525, 4.44209, 4.19615, -2.92622, -3.11556, -1.65281, 4.94199, -4.41268, 5.08239, -1.62261, 4.12372, 1.2962, 0.731436, 2.00404, 3.97704, -2.08778, -3.32076, -3.52927, 6.09014, 2.49251, 2.93721, -3.88282, 2.27675, 3.11771, 2.00923, 5.0375, 6.78316, -0.835479, -1.27972, -3.0594, -5.53129, 2.99225, 6.76679, -4.49423, 0.254845
10429,6.5718, -3.53176, 4.42965, -0.541777, 4.44219, 4.19614, -2.92627, -3.11551, -1.6527, 4.94204, -4.4129, 5.08257, -1.62285, 4.12391, 1.29604, 0.731256, 2.00406, 3.97705, -2.08775, -3.32084, -3.52937, 6.09064, 2.4929, 2.93754, -3.88325, 2.27674, 3.1177, 2.00936, 5.03787, 6.78344, -0.834957, -1.27962, -3.05937, -5.53192, 2.99251, 6.76715, -4.49423, 0.254845
10439,6.57179, -3.53191, 4.42987, -0.542028, 4.44229, 4.19614, -2.92632, -3.11546, -1.65259, 4.94209, -4.41312, 5.08275, -1.62308, 4.1241, 1.29589, 0.731077, 2.00407, 3.97706, -2.08772, -3.32092, -3.52946, 6.09114, 2.4933, 2.93787, -3.88368, 2.27672, 3.11768, 2.00948, 5.03825, 6.78372, -0.834437, -1.27951, -3.05934, -5.53255, 2.99276, 6.76752, -4.49422, 0.254845
10449,6.57178, -3.53206, 4.43009, -0.542279, 4.44239, 4.19613, -2.92638, -3.11542, -1.65249, 4.94214, -4.41334, 5.08293, -1.62332, 4.1243, 1.29573, 0.730897, 2.00409, 3.97706, -2.08769, -3.321, -3.52956, 6.09163, 2.4937, 2.9382, -3.8841, 2.27671, 3.11767, 2.0096, 5.03863, 6.78399, -0.833917, -1.2794, -3.05932, -5.53318, 2.99302, 6.76788, -4.49422, 0.254845
10459,6.57177, -3.53221, 4.4303, -0.542531, 4.44249, 4.19613, -2.92643, -3.11537, -1.65238, 4.94218, -4.41356, 5.08311, -1.62355, 4.12449, 1.29558, 0.730718, 2.00411, 3.97707, -2.08766, -3.32108, -3.52965, 6.09213, 2.4941, 2.93853, -3.88453, 2.27669, 3.11765, 2.00973, 5.039, 6.78427, -0.833397, -1.27929, -3.05929, -5.53381, 2.99328, 6.76824, -4.49422, 0.254845
10469,6.57176, -3.53236, 4.43052, -0.542782, 4.44259, 4.19612, -2.92649, -3.11532, -1.65228, 4.94223, -4.41378, 5.08329, -1.62378, 4.12468, 1.29542, 0.730539, 2.00412, 3.97708, -2.08763, -3.32117, -3.52974, 6.09263, 2.4945, 2.93886, -3.88496, 2.27668, 3.11764, 2.00985, 5.03937, 6.78455, -0.832878, -1.27919, -3.05926, -5.53444, 2.99353, 6.76861, -4.49421, 0.254845
10479,6.57175, -3.53251, 4.43073, -0.543034, 4.44268, 4.19612, -2.92654, -3.11527, -1.65217, 4.94228, -4.414, 5.08347, -1.62402, 4.12487, 1.29527, 0.730359, 2.00414, 3.97709, -2.0876, -3.32125, -3.52984, 6.09313, 2.49489, 2.93919, -3.88539, 2.27666, 3.11762, 2.00997, 5.03975, 6.78482, -0.83236, -1.27908, -3.05923, -5.53507, 2.99379, 6.76897, -4.49421, 0.254845
10489,6.57174, -3.53266, 4.43095, -0.543285, 4.44278, 4.19612, -2.9266, -3.11522, -1.65207, 4.94233, -4.41421, 5.08365, -1.62425, 4.12506, 1.29512, 0.73018, 2.00416, 3.9771, -2.08757, -3.32133, -3.52993, 6.09362, 2.49529, 2.93952, -3.88582, 2.27665, 3.11761, 2.0101, 5.04012, 6.7851, -0.831841, -1.27897, -3.0592, -5.5357, 2.99405, 6.76933, -4.4942, 0.254845
10499,6.57173, -3.53281, 4.43116, -0.543537, 4.44288, 4.19611, -2.92665, -3.11517, -1.65196, 4.94238, -4.41443, 5.08383, -1.62449, 4.12526, 1.29496, 0.73, 2.00417, 3.9771, -2.08755, -3.32141, -3.53003, 6.09412, 2.49568, 2.93985, -3.88624, 2.27663, 3.11759, 2.01022, 5.04049, 6.78537, -0.831324, -1.27887, -3.05918, -5.53633, 2.9943, 6.76969, -4.4942, 0.254845
10509,6.57171, -3.53295, 4.43138, -0.543788, 4.44298, 4.19611, -2.9267, -3.11512, -1.65185, 4.94242, -4.41465, 5.08401, -1.62472, 4.12545, 1.29481, 0.72982, 2.00419, 3.97711, -2.08752, -3.32149, -3.53012, 6.09462, 2.49608, 2.94018, -3.88667, 2.27662, 3.11758, 2.01034, 5.04087, 6.78565, -0.830807, -1.27876, -3.05915, -5.53695, 2.99456, 6.77005, -4.4942, 0.254845
10519,6.5717, -3.5331, 4.43159, -0.54404, 4.44308, 4.1961, -2.92676, -3.11507, -1.65175, 4.94247, -4.41487, 5.08419, -1.62495, 4.12564, 1.29465, 0.729641, 2.0042, 3.97712, -2.08749, -3.32157, -3.53022, 6.09511, 2.49647, 2.94051, -3.8871, 2.2766, 3.11757, 2.01047, 5.04124, 6.78592, -0.83029, -1.27865, -3.05912, -5.53758, 2.99481, 6.77041, -4.49419, 0.254845
10529,6.57169, -3.53325, 4.43181, -0.544291, 4.44318, 4.1961, -2.92681, -3.11502, -1.65164, 4.94252, -4.41508, 5.08437, -1.62519, 4.12583, 1.2945, 0.729461, 2.00422, 3.97713, -2.08746, -3.32166, -3.53031, 6.09561, 2.49687, 2.94084, -3.88752, 2.27659, 3.11755, 2.01059, 5.04161, 6.78619, -0.829774, -1.27855, -3.05909, -5.5382, 2.99507, 6.77077, -4.49419, 0.254844
10539,6.57168, -3.5334, 4.43202, -0.544543, 4.44328, 4.1961, -2.92687, -3.11497, -1.65154, 4.94257, -4.4153, 5.08455, -1.62542, 4.12602, 1.29434, 0.729282, 2.00424, 3.97713, -2.08743, -3.32174, -3.5304, 6.0961, 2.49726, 2.94116, -3.88795, 2.27657, 3.11754, 2.01072, 5.04198, 6.78647, -0.829259, -1.27844, -3.05907, -5.53883, 2.99532, 6.77113, -4.49418, 0.254844
10549,6.57167, -3.53355, 4.43223, -0.544794, 4.44337, 4.19609, -2.92692, -3.11492, -1.65143, 4.94261, -4.41552, 5.08473, -1.62565, 4.12621, 1.29419, 0.729102, 2.00425, 3.97714, -2.08741, -3.32182, -3.5305, 6.0966, 2.49766, 2.94149, -3.88837, 2.27656, 3.11752, 2.01084, 5.04235, 6.78674, -0.828744, -1.27833, -3.05904, -5.53945, 2.99558, 6.77149, -4.49418, 0.254844
10559,6.57166, -3.53369, 4.43245, -0.545046, 4.44347, 4.19609, -2.92698, -3.11487, -1.65133, 4.94266, -4.41573, 5.08491, -1.62589, 4.1264, 1.29404, 0.728923, 2.00427, 3.97715, -2.08738, -3.3219, -3.53059, 6.09709, 2.49805, 2.94182, -3.8888, 2.27654, 3.11751, 2.01096, 5.04272, 6.78701, -0.828229, -1.27823, -3.05901, -5.54008, 2.99583, 6.77185, -4.49418, 0.254844
10569,6.57164, -3.53384, 4.43266, -0.545298, 4.44357, 4.19608, -2.92703, -3.11482, -1.65122, 4.9427, -4.41595, 5.08509, -1.62612, 4.12659, 1.29388, 0.728743, 2.00428, 3.97715, -2.08735, -3.32198, -3.53068, 6.09759, 2.49844, 2.94214, -3.88922, 2.27653, 3.11749, 2.01109, 5.04309, 6.78728, -0.827715, -1.27812, -3.05899, -5.5407, 2.99608, 6.77221, -4.49417, 0.254844
10579,6.57163, -3.53399, 4.43287, -0.54555, 4.44367, 4.19608, -2.92709, -3.11477, -1.65112, 4.94275, -4.41617, 5.08527, -1.62635, 4.12678, 1.29373, 0.728563, 2.0043, 3.97716, -2.08733, -3.32206, -3.53078, 6.09808, 2.49883, 2.94247, -3.88964, 2.27651, 3.11748, 2.01121, 5.04346, 6.78755, -0.827201, -1.27801, -3.05896, -5.54132, 2.99634, 6.77256, -4.49417, 0.254844
10589,6.57162, -3.53413, 4.43309, -0.545801, 4.44377, 4.19608, -2.92714, -3.11472, -1.65101, 4.9428, -4.41638, 5.08544, -1.62658, 4.12697, 1.29358, 0.728384, 2.00431, 3.97717, -2.0873, -3.32214, -3.53087, 6.09857, 2.49923, 2.94279, -3.89007, 2.2765, 3.11746, 2.01134, 5.04383, 6.78782, -0.826688, -1.27791, -3.05893, -5.54194, 2.99659, 6.77292, -4.49416, 0.254844
10599,6.57161, -3.53428, 4.4333, -0.546053, 4.44387, 4.19607, -2.9272, -3.11467, -1.65091, 4.94284, -4.4166, 5.08562, -1.62681, 4.12716, 1.29342, 0.728204, 2.00433, 3.97718, -2.08727, -3.32222, -3.53096, 6.09906, 2.49962, 2.94312, -3.89049, 2.27648, 3.11745, 2.01146, 5.0442, 6.78809, -0.826176, -1.2778, -3.05891, -5.54256, 2.99684, 6.77328, -4.49416, 0.254844
10609,6.5716, -3.53443, 4.43351, -0.546305, 4.44396, 4.19607, -2.92725, -3.11462, -1.6508, 4.94289, -4.41682, 5.0858, -1.62705, 4.12735, 1.29327, 0.728024, 2.00434, 3.97718, -2.08725, -3.32231, -3.53106, 6.09956, 2.50001, 2.94344, -3.89091, 2.27646, 3.11743, 2.01159, 5.04456, 6.78836, -0.825664, -1.2777, -3.05888, -5.54318, 2.9971, 6.77363, -4.49416, 0.254844
10619,6.57158, -3.53457, 4.43373, -0.546557, 4.44406, 4.19606, -2.92731, -3.11457, -1.6507, 4.94293, -4.41703, 5.08598, -1.62728, 4.12753, 1.29312, 0.727844, 2.00436, 3.97719, -2.08722, -3.32239, -3.53115, 6.10005, 2.5004, 2.94377, -3.89133, 2.27645, 3.11742, 2.01171, 5.04493, 6.78863, -0.825152, -1.27759, -3.05885, -5.5438, 2.99735, 6.77399, -4.49415, 0.254844
10629,6.57157, -3.53472, 4.43394, -0.546809, 4.44416, 4.19606, -2.92736, -3.11452, -1.65059, 4.94298, -4.41725, 5.08616, -1.62751, 4.12772, 1.29296, 0.727665, 2.00437, 3.9772, -2.0872, -3.32247, -3.53124, 6.10054, 2.50079, 2.94409, -3.89175, 2.27643, 3.1174, 2.01184, 5.0453, 6.7889, -0.824641, -1.27749, -3.05883, -5.54442, 2.9976, 6.77435, -4.49415, 0.254844
10639,6.57156, -3.53486, 4.43415, -0.547061, 4.44426, 4.19605, -2.92742, -3.11447, -1.65049, 4.94302, -4.41746, 5.08633, -1.62774, 4.12791, 1.29281, 0.727485, 2.00439, 3.9772, -2.08717, -3.32255, -3.53133, 6.10103, 2.50118, 2.94441, -3.89217, 2.27642, 3.11739, 2.01196, 5.04567, 6.78917, -0.82413, -1.27738, -3.0588, -5.54504, 2.99785, 6.7747, -4.49414, 0.254844
10649,6.57154, -3.53501, 4.43436, -0.547313, 4.44436, 4.19605, -2.92748, -3.11442, -1.65039, 4.94307, -4.41768, 5.08651, -1.62797, 4.1281, 1.29266, 0.727305, 2.0044, 3.97721, -2.08715, -3.32263, -3.53143, 6.10152, 2.50157, 2.94474, -3.89259, 2.2764, 3.11737, 2.01209, 5.04603, 6.78944, -0.82362, -1.27727, -3.05878, -5.54565, 2.9981, 6.77506, -4.49414, 0.254844
10659,6.57153, -3.53515, 4.43457, -0.547565, 4.44446, 4.19605, -2.92753, -3.11437, -1.65028, 4.94311, -4.41789, 5.08669, -1.6282, 4.12829, 1.2925, 0.727125, 2.00442, 3.97722, -2.08712, -3.32271, -3.53152, 6.10201, 2.50196, 2.94506, -3.89301, 2.27639, 3.11736, 2.01221, 5.0464, 6.7897, -0.823111, -1.27717, -3.05875, -5.54627, 2.99835, 6.77541, -4.49413, 0.254844
10669,6.57152, -3.5353, 4.43479, -0.547817, 4.44455, 4.19604, -2.92759, -3.11432, -1.65018, 4.94315, -4.41811, 5.08686, -1.62843, 4.12847, 1.29235, 0.726945, 2.00443, 3.97722, -2.0871, -3.32279, -3.53161, 6.1025, 2.50234, 2.94538, -3.89343, 2.27637, 3.11734, 2.01234, 5.04676, 6.78997, -0.822602, -1.27706, -3.05873, -5.54689, 2.99861, 6.77576, -4.49413, 0.254843
10679,6.5715, -3.53544, 4.435, -0.548069, 4.44465, 4.19604, -2.92764, -3.11427, -1.65007, 4.9432, -4.41832, 5.08704, -1.62866, 4.12866, 1.2922, 0.726765, 2.00445, 3.97723, -2.08708, -3.32287, -3.5317, 6.10299, 2.50273, 2.9457, -3.89385, 2.27636, 3.11733, 2.01246, 5.04713, 6.79024, -0.822093, -1.27696, -3.0587, -5.5475, 2.99886, 6.77612, -4.49412, 0.254843
10689,6.57149, -3.53558, 4.43521, -0.548321, 4.44475, 4.19603, -2.9277, -3.11422, -1.64997, 4.94324, -4.41854, 5.08722, -1.6289, 4.12885, 1.29205, 0.726585, 2.00446, 3.97724, -2.08705, -3.32295, -3.5318, 6.10348, 2.50312, 2.94603, -3.89427, 2.27634, 3.11731, 2.01259, 5.04749, 6.7905, -0.821585, -1.27685, -3.05867, -5.54812, 2.99911, 6.77647, -4.49412, 0.254843
10699,6.57148, -3.53573, 4.43542, -0.548573, 4.44485, 4.19603, -2.92776, -3.11417, -1.64986, 4.94328, -4.41875, 5.08739, -1.62913, 4.12904, 1.29189, 0.726406, 2.00448, 3.97724, -2.08703, -3.32303, -3.53189, 6.10397, 2.50351, 2.94635, -3.89469, 2.27633, 3.1173, 2.01272, 5.04785, 6.79077, -0.821077, -1.27675, -3.05865, -5.54873, 2.99936, 6.77682, -4.49411, 0.254843
10709,6.57146, -3.53587, 4.43563, -0.548826, 4.44495, 4.19603, -2.92781, -3.11412, -1.64976, 4.94333, -4.41896, 5.08757, -1.62936, 4.12922, 1.29174, 0.726226, 2.00449, 3.97725, -2.08701, -3.32311, -3.53198, 6.10446, 2.50389, 2.94667, -3.89511, 2.27631, 3.11728, 2.01284, 5.04822, 6.79103, -0.82057, -1.27665, -3.05862, -5.54934, 2.99961, 6.77717, -4.49411, 0.254843
10719,6.57145, -3.53601, 4.43584, -0.549078, 4.44504, 4.19602, -2.92787, -3.11407, -1.64966, 4.94337, -4.41918, 5.08775, -1.62959, 4.12941, 1.29159, 0.726046, 2.00451, 3.97726, -2.08698, -3.32319, -3.53207, 6.10495, 2.50428, 2.94699, -3.89553, 2.2763, 3.11727, 2.01297, 5.04858, 6.7913, -0.820063, -1.27654, -3.0586, -5.54996, 2.99986, 6.77753, -4.4941, 0.254843
10729,6.57143, -3.53616, 4.43605, -0.54933, 4.44514, 4.19602, -2.92793, -3.11402, -1.64955, 4.94341, -4.41939, 5.08792, -1.62982, 4.1296, 1.29144, 0.725866, 2.00452, 3.97726, -2.08696, -3.32328, -3.53216, 6.10544, 2.50467, 2.94731, -3.89594, 2.27628, 3.11725, 2.01309, 5.04894, 6.79156, -0.819557, -1.27644, -3.05857, -5.55057, 3.00011, 6.77788, -4.4941, 0.254843
10739,6.57142, -3.5363, 4.43626, -0.549583, 4.44524, 4.19601, -2.92798, -3.11397, -1.64945, 4.94345, -4.4196, 5.0881, -1.63005, 4.12978, 1.29129, 0.725686, 2.00453, 3.97727, -2.08694, -3.32336, -3.53225, 6.10593, 2.50505, 2.94763, -3.89636, 2.27627, 3.11724, 2.01322, 5.0493, 6.79182, -0.819051, -1.27633, -3.05855, -5.55118, 3.00035, 6.77823, -4.49409, 0.254843
10749,6.5714, -3.53644, 4.43647, -0.549835, 4.44534, 4.19601, -2.92804, -3.11392, -1.64934, 4.9435, -4.41982, 5.08827, -1.63028, 4.12997, 1.29114, 0.725505, 2.00455, 3.97727, -2.08692, -3.32344, -3.53235, 6.10642, 2.50544, 2.94795, -3.89678, 2.27625, 3.11723, 2.01335, 5.04966, 6.79209, -0.818545, -1.27623, -3.05852, -5.55179, 3.0006, 6.77858, -4.49409, 0.254843
10759,6.57139, -3.53658, 4.43668, -0.550087, 4.44544, 4.196, -2.9281, -3.11386, -1.64924, 4.94354, -4.42003, 5.08845, -1.6305, 4.13015, 1.29098, 0.725325, 2.00456, 3.97728, -2.08689, -3.32352, -3.53244, 6.1069, 2.50582, 2.94826, -3.89719, 2.27624, 3.11721, 2.01347, 5.05002, 6.79235, -0.818041, -1.27612, -3.0585, -5.5524, 3.00085, 6.77893, -4.49408, 0.254843
10769,6.57137, -3.53673, 4.43689, -0.55034, 4.44553, 4.196, -2.92815, -3.11381, -1.64914, 4.94358, -4.42024, 5.08862, -1.63073, 4.13034, 1.29083, 0.725145, 2.00458, 3.97729, -2.08687, -3.3236, -3.53253, 6.10739, 2.5062, 2.94858, -3.89761, 2.27622, 3.1172, 2.0136, 5.05038, 6.79261, -0.817536, -1.27602, -3.05848, -5.55301, 3.0011, 6.77928, -4.49408, 0.254843
10779,6.57136, -3.53687, 4.4371, -0.550592, 4.44563, 4.196, -2.92821, -3.11376, -1.64903, 4.94362, -4.42046, 5.0888, -1.63096, 4.13052, 1.29068, 0.724965, 2.00459, 3.97729, -2.08685, -3.32368, -3.53262, 6.10788, 2.50659, 2.9489, -3.89802, 2.27621, 3.11718, 2.01372, 5.05074, 6.79287, -0.817032, -1.27592, -3.05845, -5.55362, 3.00135, 6.77963, -4.49407, 0.254843
10789,6.57134, -3.53701, 4.43731, -0.550845, 4.44573, 4.19599, -2.92827, -3.11371, -1.64893, 4.94366, -4.42067, 5.08897, -1.63119, 4.13071, 1.29053, 0.724785, 2.0046, 3.9773, -2.08683, -3.32376, -3.53271, 6.10836, 2.50697, 2.94922, -3.89844, 2.27619, 3.11717, 2.01385, 5.0511, 6.79313, -0.816529, -1.27581, -3.05843, -5.55423, 3.0016, 6.77998, -4.49407, 0.254843
10799,6.57133, -3.53715, 4.43752, -0.551098, 4.44583, 4.19599, -2.92833, -3.11366, -1.64882, 4.9437, -4.42088, 5.08914, -1.63142, 4.13089, 1.29038, 0.724605, 2.00462, 3.9773, -2.08681, -3.32384, -3.5328, 6.10885, 2.50735, 2.94953, -3.89885, 2.27618, 3.11715, 2.01398, 5.05146, 6.79339, -0.816026, -1.27571, -3.0584, -5.55483, 3.00184, 6.78032, -4.49406, 0.254842
