step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
16139,6.53514, -3.57885, 4.53143, -0.707861, 4.50116, 4.19377, -2.98042, -3.07732, -1.59737, 4.93113, -4.51893, 5.16233, -1.74135, 4.20678, 1.2204, 0.611813, 1.99997, 3.97492, -2.11429, -3.36422, -3.57076, 6.33782, 2.66509, 3.07115, -4.07614, 2.26932, 3.10951, 2.09877, 5.18916, 6.87249, -0.590032, -1.23746, -3.06983, -5.811, 3.10749, 6.9237, -4.48836, 0.254808
16149,6.535, -3.57886, 4.53158, -0.70824, 4.50129, 4.19377, -2.98059, -3.07722, -1.59727, 4.93103, -4.5191, 5.16243, -1.74155, 4.20689, 1.22028, 0.611534, 1.99993, 3.97491, -2.11443, -3.3643, -3.57082, 6.33823, 2.66531, 3.07129, -4.07641, 2.26931, 3.10949, 2.09898, 5.18933, 6.87251, -0.589648, -1.23743, -3.06992, -5.81139, 3.10765, 6.92391, -4.48835, 0.254808
16159,6.53486, -3.57887, 4.53174, -0.70862, 4.50142, 4.19376, -2.98075, -3.07712, -1.59718, 4.93092, -4.51927, 5.16254, -1.74176, 4.207, 1.22016, 0.611255, 1.9999, 3.97489, -2.11458, -3.36438, -3.57087, 6.33863, 2.66554, 3.07143, -4.07668, 2.2693, 3.10948, 2.09918, 5.1895, 6.87254, -0.589264, -1.2374, -3.07001, -5.81177, 3.10782, 6.92412, -4.48834, 0.254808
16169,6.53471, -3.57888, 4.53189, -0.709001, 4.50154, 4.19376, -2.98091, -3.07702, -1.59708, 4.93081, -4.51944, 5.16265, -1.74196, 4.20711, 1.22004, 0.610975, 1.99987, 3.97488, -2.11473, -3.36446, -3.57093, 6.33903, 2.66576, 3.07157, -4.07695, 2.26928, 3.10946, 2.09939, 5.18966, 6.87256, -0.58888, -1.23737, -3.0701, -5.81216, 3.10798, 6.92434, -4.48833, 0.254808
16179,6.53457, -3.5789, 4.53205, -0.709382, 4.50167, 4.19376, -2.98108, -3.07692, -1.59698, 4.93071, -4.51961, 5.16276, -1.74216, 4.20721, 1.21992, 0.610695, 1.99983, 3.97486, -2.11488, -3.36454, -3.57099, 6.33943, 2.66598, 3.07171, -4.07722, 2.26927, 3.10944, 2.09959, 5.18983, 6.87259, -0.588496, -1.23734, -3.0702, -5.81254, 3.10814, 6.92455, -4.48832, 0.254808
16189,6.53442, -3.57891, 4.5322, -0.709764, 4.5018, 4.19375, -2.98124, -3.07682, -1.59688, 4.9306, -4.51978, 5.16287, -1.74237, 4.20732, 1.21981, 0.610414, 1.9998, 3.97485, -2.11503, -3.36462, -3.57104, 6.33984, 2.6662, 3.07185, -4.07749, 2.26926, 3.10943, 2.0998, 5.18999, 6.87261, -0.588112, -1.2373, -3.07029, -5.81292, 3.10831, 6.92476, -4.48831, 0.254808
16199,6.53428, -3.57892, 4.53236, -0.710146, 4.50192, 4.19375, -2.98141, -3.07672, -1.59679, 4.93049, -4.51995, 5.16297, -1.74257, 4.20743, 1.21969, 0.610133, 1.99976, 3.97483, -2.11517, -3.3647, -3.5711, 6.34024, 2.66642, 3.07199, -4.07776, 2.26925, 3.10941, 2.10001, 5.19016, 6.87263, -0.587729, -1.23727, -3.07038, -5.81331, 3.10847, 6.92497, -4.4883, 0.254808
16209,6.53413, -3.57893, 4.53251, -0.71053, 4.50205, 4.19375, -2.98157, -3.07662, -1.59669, 4.93038, -4.52012, 5.16308, -1.74278, 4.20754, 1.21957, 0.609851, 1.99973, 3.97482, -2.11532, -3.36477, -3.57115, 6.34064, 2.66664, 3.07213, -4.07803, 2.26924, 3.1094, 2.10021, 5.19032, 6.87265, -0.587345, -1.23724, -3.07048, -5.81369, 3.10863, 6.92518, -4.48829, 0.254808
16219,6.53399, -3.57894, 4.53267, -0.710913, 4.50218, 4.19374, -2.98174, -3.07652, -1.59659, 4.93027, -4.52028, 5.16319, -1.74298, 4.20765, 1.21945, 0.609569, 1.9997, 3.9748, -2.11547, -3.36485, -3.57121, 6.34105, 2.66686, 3.07226, -4.0783, 2.26923, 3.10938, 2.10042, 5.19048, 6.87267, -0.586961, -1.23721, -3.07057, -5.81407, 3.1088, 6.92539, -4.48828, 0.254808
16229,6.53384, -3.57895, 4.53282, -0.711298, 4.5023, 4.19374, -2.98191, -3.07642, -1.5965, 4.93016, -4.52045, 5.1633, -1.74319, 4.20776, 1.21933, 0.609287, 1.99966, 3.97479, -2.11563, -3.36493, -3.57127, 6.34145, 2.66708, 3.0724, -4.07857, 2.26921, 3.10937, 2.10063, 5.19065, 6.8727, -0.586577, -1.23718, -3.07067, -5.81445, 3.10896, 6.9256, -4.48827, 0.254808
16239,6.53369, -3.57896, 4.53298, -0.711683, 4.50243, 4.19373, -2.98208, -3.07632, -1.5964, 4.93005, -4.52062, 5.1634, -1.74339, 4.20786, 1.21922, 0.609003, 1.99963, 3.97477, -2.11578, -3.36501, -3.57132, 6.34185, 2.6673, 3.07254, -4.07884, 2.2692, 3.10935, 2.10083, 5.19081, 6.87272, -0.586193, -1.23715, -3.07077, -5.81484, 3.10912, 6.92581, -4.48826, 0.254808
16249,6.53355, -3.57897, 4.53313, -0.712068, 4.50256, 4.19373, -2.98224, -3.07622, -1.5963, 4.92994, -4.52079, 5.16351, -1.7436, 4.20797, 1.2191, 0.60872, 1.99959, 3.97476, -2.11593, -3.36509, -3.57138, 6.34225, 2.66752, 3.07268, -4.07911, 2.26919, 3.10934, 2.10104, 5.19097, 6.87273, -0.585809, -1.23712, -3.07086, -5.81522, 3.10929, 6.92602, -4.48825, 0.254808
16259,6.5334, -3.57898, 4.53329, -0.712454, 4.50269, 4.19373, -2.98241, -3.07612, -1.5962, 4.92983, -4.52096, 5.16362, -1.7438, 4.20808, 1.21898, 0.608436, 1.99956, 3.97474, -2.11608, -3.36517, -3.57143, 6.34266, 2.66774, 3.07281, -4.07938, 2.26918, 3.10932, 2.10125, 5.19113, 6.87275, -0.585425, -1.23709, -3.07096, -5.8156, 3.10945, 6.92623, -4.48824, 0.254808
16269,6.53325, -3.57898, 4.53344, -0.712841, 4.50282, 4.19372, -2.98258, -3.07602, -1.59611, 4.92972, -4.52113, 5.16373, -1.74401, 4.20819, 1.21886, 0.608151, 1.99953, 3.97473, -2.11624, -3.36525, -3.57149, 6.34306, 2.66796, 3.07295, -4.07964, 2.26917, 3.10931, 2.10146, 5.1913, 6.87277, -0.585041, -1.23706, -3.07106, -5.81598, 3.10961, 6.92644, -4.48823, 0.254807
16279,6.5331, -3.57899, 4.5336, -0.713229, 4.50294, 4.19372, -2.98275, -3.07592, -1.59601, 4.92961, -4.5213, 5.16383, -1.74421, 4.20829, 1.21874, 0.607866, 1.99949, 3.97471, -2.11639, -3.36533, -3.57154, 6.34346, 2.66818, 3.07308, -4.07991, 2.26916, 3.10929, 2.10166, 5.19146, 6.87279, -0.584657, -1.23703, -3.07115, -5.81636, 3.10977, 6.92665, -4.48822, 0.254807
16289,6.53295, -3.579, 4.53375, -0.713617, 4.50307, 4.19371, -2.98292, -3.07581, -1.59591, 4.9295, -4.52147, 5.16394, -1.74442, 4.2084, 1.21863, 0.60758, 1.99946, 3.9747, -2.11654, -3.36541, -3.5716, 6.34387, 2.6684, 3.07322, -4.08018, 2.26915, 3.10928, 2.10187, 5.19162, 6.8728, -0.584272, -1.237, -3.07125, -5.81674, 3.10994, 6.92686, -4.48821, 0.254807
16299,6.5328, -3.57901, 4.53391, -0.714006, 4.5032, 4.19371, -2.98309, -3.07571, -1.59581, 4.92939, -4.52164, 5.16405, -1.74462, 4.20851, 1.21851, 0.607294, 1.99942, 3.97468, -2.1167, -3.36549, -3.57166, 6.34427, 2.66862, 3.07335, -4.08045, 2.26913, 3.10926, 2.10208, 5.19178, 6.87282, -0.583888, -1.23697, -3.07135, -5.81712, 3.1101, 6.92707, -4.4882, 0.254807
16309,6.53265, -3.57901, 4.53406, -0.714395, 4.50333, 4.19371, -2.98326, -3.07561, -1.59572, 4.92927, -4.5218, 5.16415, -1.74483, 4.20862, 1.21839, 0.607007, 1.99939, 3.97467, -2.11685, -3.36557, -3.57171, 6.34467, 2.66883, 3.07349, -4.08072, 2.26912, 3.10925, 2.10229, 5.19194, 6.87284, -0.583504, -1.23694, -3.07145, -5.8175, 3.11026, 6.92728, -4.4882, 0.254807
16319,6.5325, -3.57902, 4.53422, -0.714785, 4.50346, 4.1937, -2.98343, -3.07551, -1.59562, 4.92916, -4.52197, 5.16426, -1.74503, 4.20872, 1.21827, 0.60672, 1.99935, 3.97465, -2.11701, -3.36565, -3.57177, 6.34508, 2.66905, 3.07362, -4.08098, 2.26911, 3.10923, 2.1025, 5.1921, 6.87285, -0.58312, -1.23691, -3.07155, -5.81788, 3.11042, 6.92749, -4.48819, 0.254807
16329,6.53235, -3.57903, 4.53437, -0.715176, 4.50359, 4.1937, -2.9836, -3.0754, -1.59552, 4.92904, -4.52214, 5.16437, -1.74524, 4.20883, 1.21816, 0.606432, 1.99932, 3.97464, -2.11717, -3.36573, -3.57182, 6.34548, 2.66927, 3.07376, -4.08125, 2.2691, 3.10922, 2.10271, 5.19226, 6.87287, -0.582736, -1.23688, -3.07165, -5.81826, 3.11059, 6.9277, -4.48818, 0.254807
16339,6.53219, -3.57903, 4.53453, -0.715568, 4.50372, 4.19369, -2.98377, -3.0753, -1.59542, 4.92893, -4.52231, 5.16447, -1.74544, 4.20894, 1.21804, 0.606144, 1.99928, 3.97462, -2.11732, -3.36581, -3.57188, 6.34588, 2.66949, 3.07389, -4.08152, 2.26909, 3.1092, 2.10292, 5.19242, 6.87288, -0.582351, -1.23686, -3.07175, -5.81864, 3.11075, 6.92791, -4.48817, 0.254807
16349,6.53204, -3.57904, 4.53468, -0.71596, 4.50385, 4.19369, -2.98394, -3.0752, -1.59533, 4.92881, -4.52248, 5.16458, -1.74565, 4.20905, 1.21792, 0.605855, 1.99924, 3.97461, -2.11748, -3.36589, -3.57193, 6.34629, 2.6697, 3.07402, -4.08179, 2.26908, 3.10919, 2.10313, 5.19258, 6.87289, -0.581967, -1.23683, -3.07185, -5.81902, 3.11091, 6.92812, -4.48816, 0.254807
16359,6.53189, -3.57905, 4.53484, -0.716352, 4.50398, 4.19369, -2.98412, -3.07509, -1.59523, 4.9287, -4.52265, 5.16469, -1.74586, 4.20915, 1.2178, 0.605566, 1.99921, 3.97459, -2.11764, -3.36597, -3.57199, 6.34669, 2.66992, 3.07416, -4.08205, 2.26906, 3.10917, 2.10334, 5.19274, 6.8729, -0.581583, -1.2368, -3.07195, -5.8194, 3.11107, 6.92833, -4.48815, 0.254807
16369,6.53174, -3.57905, 4.53499, -0.716746, 4.50411, 4.19368, -2.98429, -3.07499, -1.59513, 4.92858, -4.52282, 5.16479, -1.74606, 4.20926, 1.21768, 0.605276, 1.99917, 3.97457, -2.1178, -3.36605, -3.57205, 6.34709, 2.67014, 3.07429, -4.08232, 2.26905, 3.10916, 2.10355, 5.19289, 6.87292, -0.581198, -1.23677, -3.07205, -5.81978, 3.11123, 6.92854, -4.48814, 0.254807
16379,6.53158, -3.57906, 4.53515, -0.71714, 4.50424, 4.19368, -2.98446, -3.07488, -1.59503, 4.92847, -4.52299, 5.1649, -1.74627, 4.20937, 1.21757, 0.604985, 1.99914, 3.97456, -2.11796, -3.36613, -3.5721, 6.3475, 2.67035, 3.07442, -4.08258, 2.26904, 3.10914, 2.10376, 5.19305, 6.87293, -0.580814, -1.23674, -3.07215, -5.82016, 3.1114, 6.92874, -4.48813, 0.254807
16389,6.53143, -3.57906, 4.5353, -0.717535, 4.50437, 4.19368, -2.98464, -3.07478, -1.59493, 4.92835, -4.52316, 5.165, -1.74647, 4.20947, 1.21745, 0.604694, 1.9991, 3.97454, -2.11812, -3.36621, -3.57216, 6.3479, 2.67057, 3.07455, -4.08285, 2.26903, 3.10913, 2.10397, 5.19321, 6.87294, -0.580429, -1.23672, -3.07226, -5.82054, 3.11156, 6.92895, -4.48812, 0.254806
16399,6.53127, -3.57907, 4.53546, -0.71793, 4.5045, 4.19367, -2.98481, -3.07468, -1.59484, 4.92823, -4.52333, 5.16511, -1.74668, 4.20958, 1.21733, 0.604403, 1.99906, 3.97453, -2.11828, -3.3663, -3.57221, 6.3483, 2.67078, 3.07468, -4.08312, 2.26902, 3.10911, 2.10418, 5.19337, 6.87295, -0.580045, -1.23669, -3.07236, -5.82092, 3.11172, 6.92916, -4.48811, 0.254806
16409,6.53112, -3.57907, 4.53561, -0.718326, 4.50463, 4.19367, -2.98499, -3.07457, -1.59474, 4.92811, -4.5235, 5.16521, -1.74689, 4.20968, 1.21721, 0.604111, 1.99903, 3.97451, -2.11844, -3.36638, -3.57227, 6.34871, 2.671, 3.07481, -4.08338, 2.26901, 3.1091, 2.10439, 5.19352, 6.87296, -0.57966, -1.23666, -3.07246, -5.82129, 3.11188, 6.92937, -4.4881, 0.254806
16419,6.53096, -3.57907, 4.53577, -0.718723, 4.50476, 4.19366, -2.98516, -3.07447, -1.59464, 4.92799, -4.52366, 5.16532, -1.74709, 4.20979, 1.2171, 0.603818, 1.99899, 3.9745, -2.1186, -3.36646, -3.57232, 6.34911, 2.67121, 3.07494, -4.08365, 2.26899, 3.10908, 2.10461, 5.19368, 6.87296, -0.579275, -1.23664, -3.07257, -5.82167, 3.11204, 6.92958, -4.48809, 0.254806
16429,6.5308, -3.57908, 4.53592, -0.719121, 4.50489, 4.19366, -2.98534, -3.07436, -1.59454, 4.92787, -4.52383, 5.16543, -1.7473, 4.2099, 1.21698, 0.603525, 1.99896, 3.97448, -2.11877, -3.36654, -3.57238, 6.34952, 2.67143, 3.07507, -4.08391, 2.26898, 3.10907, 2.10482, 5.19383, 6.87297, -0.578891, -1.23661, -3.07267, -5.82205, 3.1122, 6.92979, -4.48808, 0.254806
16439,6.53065, -3.57908, 4.53607, -0.719519, 4.50502, 4.19366, -2.98552, -3.07425, -1.59444, 4.92776, -4.524, 5.16553, -1.74751, 4.21, 1.21686, 0.603231, 1.99892, 3.97446, -2.11893, -3.36662, -3.57243, 6.34992, 2.67164, 3.0752, -4.08418, 2.26897, 3.10905, 2.10503, 5.19399, 6.87298, -0.578506, -1.23658, -3.07278, -5.82243, 3.11237, 6.92999, -4.48807, 0.254806
16449,6.53049, -3.57908, 4.53623, -0.719918, 4.50516, 4.19365, -2.98569, -3.07415, -1.59435, 4.92764, -4.52417, 5.16564, -1.74771, 4.21011, 1.21674, 0.602937, 1.99888, 3.97445, -2.11909, -3.3667, -3.57249, 6.35032, 2.67186, 3.07533, -4.08445, 2.26896, 3.10903, 2.10525, 5.19414, 6.87298, -0.578121, -1.23656, -3.07288, -5.8228, 3.11253, 6.9302, -4.48806, 0.254806
16459,6.53033, -3.57909, 4.53638, -0.720317, 4.50529, 4.19365, -2.98587, -3.07404, -1.59425, 4.92751, -4.52434, 5.16574, -1.74792, 4.21021, 1.21663, 0.602642, 1.99884, 3.97443, -2.11926, -3.36678, -3.57254, 6.35073, 2.67207, 3.07546, -4.08471, 2.26895, 3.10902, 2.10546, 5.1943, 6.87299, -0.577736, -1.23653, -3.07299, -5.82318, 3.11269, 6.93041, -4.48805, 0.254806
16469,6.53017, -3.57909, 4.53654, -0.720718, 4.50542, 4.19364, -2.98605, -3.07394, -1.59415, 4.92739, -4.52451, 5.16585, -1.74813, 4.21032, 1.21651, 0.602347, 1.99881, 3.97442, -2.11942, -3.36686, -3.5726, 6.35113, 2.67229, 3.07559, -4.08498, 2.26894, 3.109, 2.10567, 5.19445, 6.873, -0.577351, -1.23651, -3.0731, -5.82356, 3.11285, 6.93062, -4.48804, 0.254806
16479,6.53001, -3.57909, 4.53669, -0.721119, 4.50555, 4.19364, -2.98623, -3.07383, -1.59405, 4.92727, -4.52468, 5.16595, -1.74834, 4.21043, 1.21639, 0.602051, 1.99877, 3.9744, -2.11959, -3.36694, -3.57265, 6.35154, 2.6725, 3.07571, -4.08524, 2.26892, 3.10899, 2.10589, 5.19461, 6.873, -0.576966, -1.23648, -3.07321, -5.82393, 3.11301, 6.93082, -4.48803, 0.254806
16489,6.52985, -3.57909, 4.53685, -0.72152, 4.50568, 4.19364, -2.98641, -3.07372, -1.59395, 4.92715, -4.52485, 5.16606, -1.74854, 4.21053, 1.21627, 0.601754, 1.99873, 3.97438, -2.11975, -3.36702, -3.57271, 6.35194, 2.67271, 3.07584, -4.0855, 2.26891, 3.10897, 2.1061, 5.19476, 6.873, -0.576581, -1.23646, -3.07331, -5.82431, 3.11317, 6.93103, -4.48803, 0.254806
16499,6.52969, -3.57909, 4.537, -0.721923, 4.50582, 4.19363, -2.98659, -3.07362, -1.59385, 4.92703, -4.52502, 5.16616, -1.74875, 4.21064, 1.21616, 0.601457, 1.9987, 3.97437, -2.11992, -3.3671, -3.57276, 6.35234, 2.67292, 3.07597, -4.08577, 2.2689, 3.10896, 2.10632, 5.19491, 6.87301, -0.576196, -1.23643, -3.07342, -5.82468, 3.11333, 6.93124, -4.48802, 0.254806
16509,6.52953, -3.57909, 4.53716, -0.722326, 4.50595, 4.19363, -2.98677, -3.07351, -1.59376, 4.9269, -4.52519, 5.16627, -1.74896, 4.21074, 1.21604, 0.601159, 1.99866, 3.97435, -2.12009, -3.36719, -3.57282, 6.35275, 2.67314, 3.0761, -4.08603, 2.26889, 3.10894, 2.10653, 5.19507, 6.87301, -0.575811, -1.23641, -3.07353, -5.82506, 3.11349, 6.93144, -4.48801, 0.254805
16519,6.52937, -3.57909, 4.53731, -0.72273, 4.50608, 4.19362, -2.98695, -3.0734, -1.59366, 4.92678, -4.52536, 5.16637, -1.74917, 4.21085, 1.21592, 0.600861, 1.99862, 3.97433, -2.12026, -3.36727, -3.57287, 6.35315, 2.67335, 3.07622, -4.0863, 2.26888, 3.10893, 2.10675, 5.19522, 6.87301, -0.575426, -1.23638, -3.07364, -5.82543, 3.11365, 6.93165, -4.488, 0.254805
16529,6.52921, -3.57909, 4.53746, -0.723134, 4.50622, 4.19362, -2.98713, -3.07329, -1.59356, 4.92665, -4.52553, 5.16648, -1.74938, 4.21095, 1.2158, 0.600562, 1.99858, 3.97432, -2.12043, -3.36735, -3.57293, 6.35356, 2.67356, 3.07635, -4.08656, 2.26887, 3.10891, 2.10696, 5.19537, 6.87301, -0.575041, -1.23636, -3.07375, -5.82581, 3.11382, 6.93186, -4.48799, 0.254805
16539,6.52905, -3.57909, 4.53762, -0.723539, 4.50635, 4.19362, -2.98731, -3.07319, -1.59346, 4.92653, -4.5257, 5.16658, -1.74958, 4.21106, 1.21569, 0.600263, 1.99854, 3.9743, -2.12059, -3.36743, -3.57298, 6.35396, 2.67377, 3.07647, -4.08682, 2.26885, 3.1089, 2.10718, 5.19552, 6.87301, -0.574655, -1.23633, -3.07386, -5.82618, 3.11398, 6.93206, -4.48798, 0.254805
16549,6.52889, -3.57909, 4.53777, -0.723946, 4.50649, 4.19361, -2.98749, -3.07308, -1.59336, 4.9264, -4.52587, 5.16669, -1.74979, 4.21116, 1.21557, 0.599963, 1.99851, 3.97429, -2.12076, -3.36751, -3.57304, 6.35437, 2.67399, 3.0766, -4.08709, 2.26884, 3.10888, 2.10739, 5.19567, 6.87301, -0.57427, -1.23631, -3.07397, -5.82656, 3.11414, 6.93227, -4.48797, 0.254805
16559,6.52872, -3.57909, 4.53793, -0.724352, 4.50662, 4.19361, -2.98767, -3.07297, -1.59326, 4.92628, -4.52603, 5.16679, -1.75, 4.21127, 1.21545, 0.599662, 1.99847, 3.97427, -2.12094, -3.36759, -3.57309, 6.35477, 2.6742, 3.07672, -4.08735, 2.26883, 3.10887, 2.10761, 5.19582, 6.87301, -0.573885, -1.23629, -3.07408, -5.82693, 3.1143, 6.93248, -4.48796, 0.254805
16569,6.52856, -3.57909, 4.53808, -0.72476, 4.50675, 4.19361, -2.98786, -3.07286, -1.59316, 4.92615, -4.5262, 5.1669, -1.75021, 4.21137, 1.21534, 0.599361, 1.99843, 3.97425, -2.12111, -3.36768, -3.57315, 6.35518, 2.67441, 3.07685, -4.08762, 2.26882, 3.10885, 2.10783, 5.19597, 6.87301, -0.573499, -1.23626, -3.07419, -5.8273, 3.11446, 6.93268, -4.48795, 0.254805
16579,6.52839, -3.57909, 4.53824, -0.725168, 4.50689, 4.1936, -2.98804, -3.07275, -1.59307, 4.92603, -4.52637, 5.167, -1.75042, 4.21148, 1.21522, 0.599059, 1.99839, 3.97424, -2.12128, -3.36776, -3.5732, 6.35558, 2.67462, 3.07697, -4.08788, 2.26881, 3.10883, 2.10804, 5.19612, 6.87301, -0.573113, -1.23624, -3.07431, -5.82768, 3.11462, 6.93289, -4.48794, 0.254805
16589,6.52823, -3.57908, 4.53839, -0.725577, 4.50702, 4.1936, -2.98822, -3.07264, -1.59297, 4.9259, -4.52654, 5.1671, -1.75063, 4.21158, 1.2151, 0.598757, 1.99835, 3.97422, -2.12145, -3.36784, -3.57326, 6.35599, 2.67483, 3.07709, -4.08814, 2.2688, 3.10882, 2.10826, 5.19627, 6.873, -0.572728, -1.23622, -3.07442, -5.82805, 3.11478, 6.93309, -4.48794, 0.254805
16599,6.52806, -3.57908, 4.53854, -0.725987, 4.50716, 4.19359, -2.98841, -3.07253, -1.59287, 4.92577, -4.52671, 5.16721, -1.75084, 4.21169, 1.21498, 0.598454, 1.99831, 3.9742, -2.12162, -3.36792, -3.57331, 6.35639, 2.67504, 3.07721, -4.0884, 2.26878, 3.1088, 2.10848, 5.19642, 6.873, -0.572342, -1.2362, -3.07453, -5.82842, 3.11494, 6.9333, -4.48793, 0.254805
16609,6.5279, -3.57908, 4.5387, -0.726397, 4.50729, 4.19359, -2.98859, -3.07242, -1.59277, 4.92564, -4.52688, 5.16731, -1.75104, 4.21179, 1.21487, 0.59815, 1.99827, 3.97419, -2.1218, -3.368, -3.57337, 6.3568, 2.67525, 3.07734, -4.08867, 2.26877, 3.10879, 2.1087, 5.19657, 6.87299, -0.571956, -1.23617, -3.07465, -5.8288, 3.1151, 6.9335, -4.48792, 0.254805
16619,6.52773, -3.57908, 4.53885, -0.726808, 4.50743, 4.19359, -2.98878, -3.07231, -1.59267, 4.92551, -4.52705, 5.16742, -1.75125, 4.21189, 1.21475, 0.597846, 1.99823, 3.97417, -2.12197, -3.36809, -3.57342, 6.3572, 2.67546, 3.07746, -4.08893, 2.26876, 3.10877, 2.10892, 5.19672, 6.87299, -0.57157, -1.23615, -3.07476, -5.82917, 3.11526, 6.93371, -4.48791, 0.254804
16629,6.52756, -3.57907, 4.53901, -0.72722, 4.50756, 4.19358, -2.98896, -3.0722, -1.59257, 4.92538, -4.52722, 5.16752, -1.75146, 4.212, 1.21463, 0.597541, 1.9982, 3.97415, -2.12215, -3.36817, -3.57348, 6.35761, 2.67567, 3.07758, -4.08919, 2.26875, 3.10876, 2.10913, 5.19687, 6.87298, -0.571184, -1.23613, -3.07488, -5.82954, 3.11542, 6.93391, -4.4879, 0.254804
16639,6.5274, -3.57907, 4.53916, -0.727633, 4.5077, 4.19358, -2.98915, -3.07209, -1.59247, 4.92525, -4.52739, 5.16762, -1.75167, 4.2121, 1.21451, 0.597236, 1.99816, 3.97413, -2.12232, -3.36825, -3.57353, 6.35801, 2.67588, 3.0777, -4.08945, 2.26874, 3.10874, 2.10935, 5.19702, 6.87298, -0.570798, -1.23611, -3.07499, -5.82991, 3.11558, 6.93412, -4.48789, 0.254804
16649,6.52723, -3.57907, 4.53931, -0.728047, 4.50784, 4.19357, -2.98934, -3.07198, -1.59237, 4.92512, -4.52756, 5.16773, -1.75188, 4.21221, 1.2144, 0.59693, 1.99812, 3.97412, -2.1225, -3.36833, -3.57359, 6.35842, 2.67609, 3.07782, -4.08972, 2.26873, 3.10873, 2.10957, 5.19716, 6.87297, -0.570412, -1.23609, -3.07511, -5.83028, 3.11574, 6.93432, -4.48788, 0.254804
16659,6.52706, -3.57906, 4.53947, -0.728461, 4.50797, 4.19357, -2.98953, -3.07187, -1.59227, 4.92499, -4.52773, 5.16783, -1.75209, 4.21231, 1.21428, 0.596623, 1.99808, 3.9741, -2.12268, -3.36841, -3.57364, 6.35882, 2.6763, 3.07794, -4.08998, 2.26871, 3.10871, 2.10979, 5.19731, 6.87296, -0.570026, -1.23607, -3.07523, -5.83066, 3.1159, 6.93453, -4.48787, 0.254804
16669,6.52689, -3.57906, 4.53962, -0.728876, 4.50811, 4.19357, -2.98971, -3.07176, -1.59217, 4.92486, -4.5279, 5.16793, -1.7523, 4.21241, 1.21416, 0.596316, 1.99804, 3.97408, -2.12285, -3.3685, -3.57369, 6.35923, 2.6765, 3.07806, -4.09024, 2.2687, 3.10869, 2.11001, 5.19746, 6.87295, -0.56964, -1.23605, -3.07534, -5.83103, 3.11606, 6.93473, -4.48787, 0.254804
16679,6.52672, -3.57905, 4.53978, -0.729292, 4.50825, 4.19356, -2.9899, -3.07165, -1.59208, 4.92473, -4.52807, 5.16804, -1.75251, 4.21252, 1.21405, 0.596008, 1.998, 3.97407, -2.12303, -3.36858, -3.57375, 6.35964, 2.67671, 3.07818, -4.0905, 2.26869, 3.10868, 2.11023, 5.1976, 6.87294, -0.569253, -1.23603, -3.07546, -5.8314, 3.11622, 6.93494, -4.48786, 0.254804
16689,6.52655, -3.57904, 4.53993, -0.729709, 4.50838, 4.19356, -2.99009, -3.07154, -1.59198, 4.92459, -4.52824, 5.16814, -1.75272, 4.21262, 1.21393, 0.595699, 1.99796, 3.97405, -2.12321, -3.36866, -3.5738, 6.36004, 2.67692, 3.0783, -4.09076, 2.26868, 3.10866, 2.11045, 5.19775, 6.87293, -0.568867, -1.23601, -3.07558, -5.83177, 3.11638, 6.93514, -4.48785, 0.254804
16699,6.52638, -3.57904, 4.54008, -0.730126, 4.50852, 4.19356, -2.99028, -3.07143, -1.59188, 4.92446, -4.52841, 5.16824, -1.75293, 4.21272, 1.21381, 0.59539, 1.99792, 3.97403, -2.12339, -3.36874, -3.57386, 6.36045, 2.67713, 3.07842, -4.09102, 2.26867, 3.10865, 2.11067, 5.19789, 6.87292, -0.56848, -1.23599, -3.0757, -5.83214, 3.11654, 6.93535, -4.48784, 0.254804
16709,6.52621, -3.57903, 4.54024, -0.730544, 4.50866, 4.19355, -2.99047, -3.07131, -1.59178, 4.92432, -4.52858, 5.16835, -1.75314, 4.21283, 1.21369, 0.59508, 1.99788, 3.97401, -2.12357, -3.36883, -3.57391, 6.36085, 2.67734, 3.07853, -4.09128, 2.26866, 3.10863, 2.1109, 5.19804, 6.87291, -0.568094, -1.23597, -3.07582, -5.83251, 3.1167, 6.93555, -4.48783, 0.254804
16719,6.52603, -3.57903, 4.54039, -0.730963, 4.5088, 4.19355, -2.99066, -3.0712, -1.59168, 4.92419, -4.52875, 5.16845, -1.75335, 4.21293, 1.21358, 0.59477, 1.99784, 3.974, -2.12375, -3.36891, -3.57397, 6.36126, 2.67754, 3.07865, -4.09154, 2.26864, 3.10862, 2.11112, 5.19818, 6.8729, -0.567707, -1.23595, -3.07594, -5.83288, 3.11686, 6.93576, -4.48782, 0.254804
